State,Area name,hs_diploma_up,Rank
MO,Callaway County,89.1,1606.0
GA,Newton County,89.1,1606.0
KS,Harper County,89.1,1606.0
MI,Cass County,89.1,1606.0
WV,Pleasants County,89.1,1606.0
IN,Jackson County,89.1,1606.0
MO,Hickory County,89.1,1606.0
IN,Randolph County,89.1,1606.0
TX,Coryell County,89.1,1606.0
IN,Putnam County,89.1,1606.0
MS,Harrison County,89.1,1606.0
OK,Nowata County,89.1,1606.0
AR,Boone County,89.1,1606.0
SD,Miner County,89.1,1606.0
NV,Elko County,89,1626.5
IL,Knox County,89,1626.5
MS,Forrest County,89,1626.5
GA,Glynn County,89,1626.5
IL,Rock Island County,89,1626.5
CA,Alameda County,89,1626.5
OH,Morrow County,89,1626.5
FL,Hernando County,89,1626.5
OK,Lincoln County,89,1626.5
VA,Shenandoah County,89,1626.5
VA,Covington city,89,1626.5
TX,Orange County,89,1626.5
MO,Miller County,89,1626.5
MO,Randolph County,89,1626.5
NY,Chenango County,88.9,1644.5
WV,Wetzel County,88.9,1644.5
VA,Culpeper County,88.9,1644.5
AZ,Maricopa County,88.9,1644.5
TN,Tipton County,88.9,1644.5
IL,Marion County,88.9,1644.5
VA,Wythe County,88.9,1644.5
GA,Lowndes County,88.9,1644.5
NY,Rockland County,88.9,1644.5
WI,Taylor County,88.9,1644.5
VA,Appomattox County,88.9,1644.5
OH,Lawrence County,88.9,1644.5
IN,Lawrence County,88.9,1644.5
OH,Perry County,88.9,1644.5
VA,Bland County,88.9,1644.5
TX,Kent County,88.9,1644.5
MS,Hancock County,88.9,1644.5
MI,Branch County,88.9,1644.5
CO,Crowley County,88.9,1644.5
VA,Norfolk city,88.9,1644.5
NC,Clay County,88.9,1644.5
NC,Lincoln County,88.9,1644.5
CO,Montrose County,88.8,1668.5
OH,Ross County,88.8,1668.5
NC,Macon County,88.8,1668.5
MI,Arenac County,88.8,1668.5
MI,Osceola County,88.8,1668.5
KY,Bracken County,88.8,1668.5
TX,Brazoria County,88.8,1668.5
TX,Aransas County,88.8,1668.5
TX,Brazos County,88.8,1668.5
LA,Lincoln Parish,88.8,1668.5
DE,Kent County,88.8,1668.5
VA,Norton city,88.8,1668.5
IN,Jennings County,88.8,1668.5
CA,Solano County,88.8,1668.5
SC,Jasper County,88.8,1668.5
NV,Mineral County,88.8,1668.5
KY,Trigg County,88.8,1668.5
OH,Clark County,88.8,1668.5
NY,Oneida County,88.8,1668.5
TN,Putnam County,88.8,1668.5
OK,Pawnee County,88.8,1668.5
NY,Westchester County,88.8,1668.5
IL,Bond County,88.8,1668.5
PA,Perry County,88.8,1668.5
CA,San Francisco County,88.8,1668.5
NC,Johnston County,88.8,1668.5
VA,Caroline County,88.7,1692.5
TN,Franklin County,88.7,1692.5
WV,Nicholas County,88.7,1692.5
AZ,Cochise County,88.7,1692.5
PA,Clearfield County,88.7,1692.5
VA,Dinwiddie County,88.7,1692.5
OK,Pottawatomie County,88.7,1692.5
ND,Hettinger County,88.7,1692.5
NY,Washington County,88.7,1692.5
CO,Lincoln County,88.7,1692.5
CO,Sedgwick County,88.7,1692.5
TX,Irion County,88.7,1692.5
KY,Hickman County,88.7,1692.5
LA,Ascension Parish,88.7,1692.5
WY,Big Horn County,88.7,1692.5
AL,Lauderdale County,88.7,1692.5
MS,Jackson County,88.7,1692.5
MO,Shelby County,88.7,1692.5
KS,Barton County,88.7,1692.5
VA,Prince George County,88.7,1692.5
GA,Monroe County,88.7,1692.5
ND,Emmons County,88.7,1692.5
VA,Craig County,88.6,1710.0
IN,Knox County,88.6,1710.0
NY,St. Lawrence County,88.6,1710.0
TX,Burnet County,88.6,1710.0
MO,Henry County,88.6,1710.0
TN,Cumberland County,88.6,1710.0
MT,Glacier County,88.6,1710.0
SD,Bon Homme County,88.6,1710.0
NY,Richmond County,88.6,1710.0
AR,Greene County,88.6,1710.0
NY,Montgomery County,88.6,1710.0
PA,Fulton County,88.6,1710.0
AR,Baxter County,88.6,1710.0
WV,Randolph County,88.5,1723.0
ID,Shoshone County,88.5,1723.0
NV,Washoe County,88.5,1723.0
AR,Polk County,88.5,1723.0
WV,Taylor County,88.5,1723.0
ID,Fremont County,88.5,1723.0
NE,Platte County,88.5,1723.0
NE,Johnson County,88.5,1723.0
MI,Montcalm County,88.5,1723.0
NC,Harnett County,88.5,1723.0
TX,Fayette County,88.5,1723.0
IA,Osceola County,88.5,1723.0
AR,Hot Spring County,88.5,1723.0
VA,Greene County,88.4,1741.0
CA,San Diego County,88.4,1741.0
OH,Madison County,88.4,1741.0
WV,Monroe County,88.4,1741.0
NY,Wyoming County,88.4,1741.0
WV,Harrison County,88.4,1741.0
WA,Walla Walla County,88.4,1741.0
IN,Morgan County,88.4,1741.0
AR,Jefferson County,88.4,1741.0
GA,Dawson County,88.4,1741.0
OH,Richland County,88.4,1741.0
MI,Oceana County,88.4,1741.0
OK,Oklahoma County,88.4,1741.0
IL,Iroquois County,88.4,1741.0
GA,Muscogee County,88.4,1741.0
VA,Frederick County,88.4,1741.0
GA,Lumpkin County,88.4,1741.0
TX,Hardin County,88.4,1741.0
IL,Clay County,88.4,1741.0
NY,New York County,88.4,1741.0
KY,Henderson County,88.4,1741.0
IN,Benton County,88.4,1741.0
OH,Tuscarawas County,88.4,1741.0
KS,Lyon County,88.3,1766.5
CO,Lake County,88.3,1766.5
OR,Klamath County,88.3,1766.5
KS,Cherokee County,88.3,1766.5
ID,Boundary County,88.3,1766.5
GA,Douglas County,88.3,1766.5
MO,Gasconade County,88.3,1766.5
OH,Harrison County,88.3,1766.5
NC,Mitchell County,88.3,1766.5
ND,LaMoure County,88.3,1766.5
IN,Franklin County,88.3,1766.5
MI,Gladwin County,88.3,1766.5
KY,Boyd County,88.3,1766.5
AR,Cleburne County,88.3,1766.5
VA,Martinsville city,88.3,1766.5
VA,Warren County,88.3,1766.5
CA,Santa Cruz County,88.3,1766.5
OK,Kay County,88.3,1766.5
IN,Grant County,88.3,1766.5
KY,Grant County,88.3,1766.5
VA,Roanoke city,88.3,1766.5
OK,Custer County,88.3,1766.5
MO,Livingston County,88.3,1766.5
MN,Freeborn County,88.3,1766.5
TN,Sullivan County,88.3,1766.5
FL,Marion County,88.3,1766.5
OK,Cherokee County,88.3,1766.5
IN,Greene County,88.3,1766.5
FL,Wakulla County,88.2,1790.5
IN,Pike County,88.2,1790.5
FL,St. Lucie County,88.2,1790.5
MI,Van Buren County,88.2,1790.5
OK,Garvin County,88.2,1790.5
PA,Union County,88.2,1790.5
TX,Wichita County,88.2,1790.5
CO,Las Animas County,88.2,1790.5
LA,Calcasieu Parish,88.2,1790.5
NV,Lander County,88.2,1790.5
IL,Winnebago County,88.2,1790.5
OK,Garfield County,88.2,1790.5
VA,King and Queen County,88.2,1790.5
GA,Pickens County,88.2,1790.5
GA,Bulloch County,88.2,1790.5
IN,Union County,88.2,1790.5
MS,Hinds County,88.2,1790.5
SD,Bennett County,88.2,1790.5
SD,Charles Mix County,88.2,1790.5
AR,Conway County,88.2,1790.5
MI,Montmorency County,88.1,1813.5
SC,Sumter County,88.1,1813.5
MO,St. Clair County,88.1,1813.5
KS,Chautauqua County,88.1,1813.5
CA,Sacramento County,88.1,1813.5
NY,Cayuga County,88.1,1813.5
OH,Hocking County,88.1,1813.5
SD,Brule County,88.1,1813.5
AR,Howard County,88.1,1813.5
ND,Towner County,88.1,1813.5
OK,Mayes County,88.1,1813.5
LA,Orleans Parish,88.1,1813.5
TX,Harrison County,88.1,1813.5
KS,Kiowa County,88.1,1813.5
CO,Weld County,88.1,1813.5
IN,Wayne County,88.1,1813.5
GA,Pike County,88.1,1813.5
LA,Vernon Parish,88.1,1813.5
KY,Mercer County,88.1,1813.5
IL,Gallatin County,88.1,1813.5
MO,Bates County,88.1,1813.5
